X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
0.012003006413677719,-1.7800936968292997,1.258300885600351,0.06797180815363296,-1.1997981764850258,-0.22204094267802033,-0.03680095554740022,-0.9134680450994457,0.810976761549317,-0.5807716244435552,-0.8238130694568622,1.5465294681509978,-0.19503525796829035,-0.5237723733082417,-0.6753440210320479,-0.957601730465474,0.022409871178132826,-0.7998947624693581,-0.2734473295239401,0.6811072253034692
-0.13708780573991272,0.9207199489874432,-2.4471023634882507,0.6959152550441845,-1.0516921443315421,-0.7952434281728809,0.9266071852187191,-1.2733343905599965,-0.5624963565896304,1.750567248478751,0.42637642327465863,1.0723466320356927,-0.8624779183890379,-1.2998143941006888,-0.45392786804770824,-0.002879628074725463,-0.8320299199060549,-0.7354757344010242,-1.1466106723125722,-0.2679511171200935
0.9596642589316359,-0.315879950692453,0.6978929810228414,-0.18965289327469564,0.190029373006432,-1.1231646399892516,0.7975679784645644,-0.44738301124383706,-0.15718350369674836,-0.12049780888923774,-0.5893274866535293,1.2328440703222423,-0.739070085929612,-0.9266665913824761,0.34332009714205924,-0.3294688898199076,-0.32186272911711067,0.40489812104947603,-0.6914662888258424,-0.3566593399794638
-0.11550543253004628,0.7221280810084472,-1.4567578929897829,-0.42860377298625796,0.385322223280869,0.24937096139084258,0.28230835026589207,-0.7081995455414964,-0.14874689004199723,-0.6672487375185752,0.21689464236590475,0.35446571710711106,-0.30685585986965835,-1.865065899075824,-1.1158564067524426,0.0815305977194778,1.3920339083614448,1.1991654264531622,0.03973867511955069,0.828875353830433
0.5879397737504858,0.9664696884377689,0.18189920524049233,1.1702345073489406,0.9109600643257512,-2.2806955337396424,1.4987366108384481,-0.2805310949951074,0.2379539168463469,0.2780655534347643,0.8770099648906452,0.5059469209700733,1.9141864433449276,-0.6973400803311695,0.14908838926928358,-2.0353461177193997,-0.6364959502219953,0.3103179000659352,0.7824369099578793,0.5699867453433205
-1.043114843784882,0.47473709363514655,1.8455190517059077,-0.9844000057948348,-1.419000462692749,-0.4574983274004203,0.33405436057911286,-0.6377160367310494,-0.7433497692864529,0.6368799292355152,-0.33639004826653524,1.3096497001533687,0.7025596323208038,-1.0295284732582624,0.5577933279099451,-0.9796785032511361,-0.30880354398297793,-0.6133203412156082,-0.29766988316236065,-1.1465262861868954
-0.3290538924169987,0.26398113961320513,0.011984476506685212,0.8945501699052864,-0.24046211178614615,-0.5595300956255448,0.2064341503147349,-0.5817609233674664,-1.0537620690661296,0.05620259827883719,0.01440241457353794,0.9442402134151119,0.24519299093197316,-0.32382736017575947,-0.7669693136128759,-0.7302911464135591,-0.8276144864782154,-0.44315636048692747,-0.9978501416921746,0.7634234645997783
-0.11827857310600265,-0.3571018866969545,0.6232781867631617,-1.4205789358485281,1.0360468261938331,-0.6546682106048213,1.0443085676330166,-0.4107604629941893,0.17376493326450854,-0.7185542709186218,0.7379521090656957,0.05980427595127471,1.1957355928055504,-0.3529652859463501,-1.242618713220507,-0.6299372295055299,1.7611564422761723,0.11929411623580731,-0.6540672707616038,-0.3641831162184458
-0.9643350529306505,0.02298370020374004,0.2835719204249096,-1.2367839676555874,-1.3788906694378746,1.2773601473932812,-0.850794328070324,0.45135955189090554,-0.3988757661336285,0.4752910561429219,-0.4467643325910114,-0.4567150770352928,-0.39077939202285367,0.12358499406766586,6.74147224592306e-05,0.4122129107609667,0.35812818043663724,0.2573498533275675,0.17221456811795374,-0.6418275138875021
-1.3741162802552276,1.9802899355540395,-0.551629559658792,0.7147222092945871,0.0624980214151729,0.39576003800029536,-0.5406396807497463,1.1101082878184498,1.7602266211705173,2.0437485757052127,0.02247506417230705,-0.059378143956859586,0.3936718852343513,-1.5522074729847586,-0.27408768573119224,0.3705610863454965,-0.8254948352182732,1.0087904156446381,1.6649022923915267,-1.8077632678581004
0.12778999499594992,-0.5553919181288882,-1.4348753422333367,0.42731901805901046,0.10829828843081703,-1.442483728543004,0.3703703719042838,-0.24861777918486008,0.42274429096485444,-0.10357927145811721,0.07317457291911084,0.16206680936188397,0.9991338451994047,0.21190619063247848,-0.3240951578199974,-0.6476723813343642,-0.9571884313928768,-1.1589954382822296,0.2420829980385768,-0.5860056337811976
